,Algorithm,Descriptor,Group,R2,RMSE,MSE,RPD,MAE,Explained Var
294,RF,"('_seq_order_coupling_number', '_quasi_seq_order')","Quasi-Sequence-Order,Quasi-Sequence-Order",0.6727140287900062,2.9143111714045875,8.493209603773579,1.7479793790550575,2.414169811320753,0.6810692687016926
295,SVR,"('_moran_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.672182130919863,3.5290867394294976,12.45445321441712,1.7465607194262096,2.6756841645631417,0.6856866151686121
296,PLS,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.6716956117458839,3.4446125137425967,11.865355369832091,1.7452661124223787,2.7554908407604777,0.6841165015272934
297,Ada,"('_moran_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6713480627556219,3.5183237616151763,12.378602091545966,1.7443430600199006,2.6033143732608712,0.6716911803313097
298,Bag,"('_conjoint_triad', '_amp_pseudo_aa_composition')","Conjoint Triad,Pseudo Composition",0.6710443708891689,3.5925848685501984,12.906666037735848,1.7435376852613291,2.9900000000000007,0.6724015101817498
299,Bag,"('_aa_composition', '_tripeptide_composition')","Composition,Composition",0.6695849376401013,3.4964909633236254,12.225449056603775,1.7396828474961763,2.598113207547172,0.6786295004376826
300,Ada,"('_dipeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6692076407738464,3.5204383362294727,12.393486079194135,1.7386904361865152,2.7360222462331683,0.690979340985115
301,KNN,"('_transition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6681771648740625,3.4145360744577853,11.659056603773587,1.7359885851073462,2.7528301886792463,0.6687349911021611
302,Ada,"('_normalized_moreaubroto_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6681372479965617,3.1555901530845225,9.957749214244,1.735884178500802,2.7053659281443436,0.6743818046751482
303,Bag,"('_distribution', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6680171983327878,3.249012041418593,10.556079245283016,1.735570290019622,2.4316981132075477,0.6718159460874387
304,SVR,"('_distribution', '_conjoint_triad')","CTD,Conjoint Triad",0.6680057632056984,3.419435506398233,11.692539182416944,1.7355403999860926,2.838487610443812,0.6738579428469582
305,KNN,"('_dipeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.6678964952537187,3.2914239620737415,10.833471698113213,1.7352548646882324,2.6026415094339623,0.673245947310397
306,SVR,"('_ctd', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.6677479027657325,3.5199262209907234,12.389880601218033,1.7348667938901732,2.8681799315618397,0.6754999005430586
307,Bag,"('_conjoint_triad', '_quasi_seq_order')","Conjoint Triad,Quasi-Sequence-Order",0.6667385642796486,3.713806469185765,13.79235849056604,1.7322376332700866,2.8449056603773584,0.6677418908094463
308,Ada,"('_aa_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.6665233474940121,3.2300201502541634,10.433030171047927,1.731678573465111,2.318493470114252,0.6667053630045934
309,PLS,"('_geary_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6663248376386945,3.2663071848155028,10.668762625577378,1.7311633921694285,2.562595566879999,0.6668204814195271
310,SVR,"('_aa_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6662363083235331,3.4808297439338944,12.1161757062549,1.7309337852985986,2.5368719125482766,0.6662982760587778
311,SVR,"('_dipeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6656766800041762,3.62138792848784,13.114450528597448,1.7294844618169447,2.5925188418149685,0.6726579567799329
312,SVR,"('_moran_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6649900260080528,3.2793530592190447,10.754156487009306,1.7277111316871192,2.6798467257116867,0.6650918536296979
313,RF,"('_dipeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6645371133559871,3.3540623383907664,11.249734169811337,1.7265444355237214,2.587528301886793,0.6681927751999206
314,PLS,"('_normalized_moreaubroto_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6639998005130388,3.3030099973564773,10.909875042636836,1.7251633862315539,2.4775684705208603,0.6656900295345334
315,KNN,"('_transition', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.6632943735201303,3.4181844458221358,11.683984905660376,1.7233552565030736,2.5637735849056607,0.6746023218308732
316,Ada,"('_transition', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.663031779017889,3.282452176039768,10.774492287988211,1.7226836326122443,2.6977232123420327,0.6707067278817302
317,KNN,"('_pseudo_aa_composition', '_amp_pseudo_aa_composition')","Pseudo Composition,Pseudo Composition",0.6629217833208951,3.425602825340546,11.734754716981133,1.722402535765169,2.675094339622641,0.6785233930537372
318,KNN,"('_dipeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6628436440066803,3.2534811544930617,10.585139622641506,1.7222029323030892,2.5543396226415083,0.678016607869053
319,RF,"('_geary_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6628432866848719,3.350405658345228,11.225218075471721,1.7222020196995358,2.6996226415094364,0.6997521436621463
320,Bag,"('_geary_autocorrelation', '_transition')","Autocorrelation,CTD",0.6627075738682715,3.2362282961660283,10.473173584905672,1.7218555126572372,2.5679245283018868,0.6646630967509376
321,Bag,"('_tripeptide_composition', '_transition')","Composition,CTD",0.6612577676787683,3.275486137043212,10.728809433962263,1.7181668176039857,2.4884905660377346,0.6636701232645171
322,SVR,"('_normalized_moreaubroto_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6608754693682664,3.698530056431096,13.679124578324206,1.7171980916116818,2.993321825377524,0.6647697197217746
323,KNN,"('_dipeptide_composition', '_tripeptide_composition')","Composition,Composition",0.66008903087983,3.054215768779958,9.32823396226415,1.7152104347959491,2.4139622641509426,0.6878494019680921
324,Ada,"('_transition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6597563662308567,3.4493960626165188,11.898333196794345,1.7143717278243005,2.6871494829866807,0.6827873572265646
325,PLS,"('_moran_autocorrelation', '_composition')","Autocorrelation,CTD",0.6591380935784443,3.0737058874888583,9.447667882783671,1.7128162148449595,2.6712370507677243,0.674624441801589
326,KNN,"('_normalized_moreaubroto_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6587767582304611,3.641158845182268,13.258037735849063,1.7119090888069253,2.6369811320754732,0.6749084001666816
327,Ada,"('_quasi_seq_order', '_amp_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6577858880149352,3.7553416847176235,14.102591168977805,1.7094289026743583,2.908034593535493,0.6589310120261309
328,RF,"('_transition', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6577575403378859,3.6943774311477138,13.648424603773586,1.7093581058743317,2.8976981132075483,0.6590822991425555
329,Ada,"('_tripeptide_composition', '_conjoint_triad')","Composition,Conjoint Triad",0.6576292350477888,3.5573056166893267,12.654423250529433,1.7090377802773946,2.6448380757440457,0.6724453784040643
330,SVR,"('_ctd', '_composition')","CTD,CTD",0.6574580804358854,3.5161418742394575,12.36325367978016,1.7086107577302136,2.7722455602465907,0.657460628688044
331,Ada,"('_aa_composition', '_distribution')","Composition,CTD",0.6566097667820834,3.244756507434301,10.52844479253724,1.7064989706475984,2.5851552577188395,0.6771248527558912
332,Ada,"('_seq_order_coupling_number', '_amp_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6565943849130303,3.4647358148617298,12.004394266785578,1.7064607513574968,2.6516531362332105,0.6643205507586192
333,PLS,"('_aa_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6553120524734077,3.1262353702919534,9.773347590464466,1.7032835457005324,2.5870682878535862,0.66633050420685
334,PLS,"('_normalized_moreaubroto_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6550927466010519,3.2082548704944758,10.292899314051526,1.7027419515806546,2.671012332780561,0.6699620376071305
335,Bag,"('_distribution', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6546005713214643,3.394055569307487,11.519613207547168,1.7015283620632404,2.8718867924528317,0.6594751942048935
336,RF,"('_composition', '_transition')","CTD,CTD",0.6543796559602799,3.4708138081098596,12.046548490566071,1.700984479382755,2.8394716981132118,0.6759675117789985
337,RF,"('_distribution', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.654175992272771,3.5730804557686944,12.76690394339622,1.7004835312361393,2.8518301886792465,0.6739654269271929
338,Bag,"('_tripeptide_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6540364584995195,3.3457226988138893,11.193860377358494,1.7001405777392953,2.6890566037735857,0.6631625261726387
339,PLS,"('_composition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6519865449404532,3.5084289370814488,12.309073606550465,1.6951259892234822,2.826312732121812,0.6568021960316694
340,Bag,"('_ctd', '_distribution')","CTD,CTD",0.6516708647184446,3.660157229327209,13.396750943396231,1.6943576942552352,2.9188679245283033,0.7162391941665899
341,Ada,"('_moran_autocorrelation', '_transition')","Autocorrelation,CTD",0.6516096184077769,2.9222437254728133,8.539508391065226,1.694208755414805,2.3424962942653207,0.6518013338911381
342,SVR,"('_dipeptide_composition', '_tripeptide_composition')","Composition,Composition",0.6514488060594782,3.6356552945123006,13.217989420515325,1.6938178786573392,2.751647318999788,0.6579478449819758
343,SVR,"('_distribution', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6505700159739682,3.4739711719102577,12.068475703263529,1.6916866256480896,2.783309732246876,0.6575572433247012
344,KNN,"('_ctd', '_transition')","CTD,CTD",0.6492064531584831,3.643070444577065,13.271962264150936,1.6883955631857568,2.8154716981132073,0.6926390506531954
345,SVR,"('_aa_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6475924321615714,3.4998230224416247,12.248761188412429,1.6845247137202688,2.8997850886829504,0.6482119129053443
346,SVR,"('_seq_order_coupling_number', '_quasi_seq_order')","Quasi-Sequence-Order,Quasi-Sequence-Order",0.6475035367647101,3.748320849497336,14.049909190776432,1.6843122918227071,3.281755991255391,0.6502405624489054
347,PLS,"('_normalized_moreaubroto_autocorrelation', '_moran_autocorrelation')","Autocorrelation,Autocorrelation",0.6468015980200931,3.617963310414232,13.089658515503507,1.6826377768124408,2.941647775050249,0.6486937998836106
348,KNN,"('_tripeptide_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.6467918109913481,3.2711304375739334,10.700294339622637,1.682614464586279,2.71132075471698,0.6665649041546238
349,Bag,"('_geary_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6465335447244013,3.5179456376462044,12.37594150943396,1.681999636843599,2.5545283018867924,0.663351243212114
350,Ada,"('_composition', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6462900082004754,3.350112618505892,11.223254556672403,1.6814204916569409,2.73185973801522,0.647317345669808
351,SVR,"('_geary_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6460405839557544,3.493060080511241,12.201468726061204,1.6808279647661657,2.794544564214136,0.6634352748019179
352,KNN,"('_moran_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6455706142787632,3.648704086307077,13.313041509433964,1.6797132149122864,2.852830188679245,0.6580179692465401
353,KNN,"('_tripeptide_composition', '_transition')","Composition,CTD",0.6453225434592151,3.139727184398803,9.857886792452836,1.679125694177228,2.4430188679245286,0.673761167724648
354,SVR,"('_tripeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6447384636983277,3.833452083302381,14.695354874975365,1.677744814639925,2.7884377964054163,0.6656290463042229
355,Ada,"('_aa_composition', '_tripeptide_composition')","Composition,Composition",0.6444241577800753,3.2938242896883554,10.849278451340997,1.6770031420573963,2.6185680776957048,0.6445118340061782
356,RF,"('_conjoint_triad', '_quasi_seq_order')","Conjoint Triad,Quasi-Sequence-Order",0.6443514755317484,3.2640999655196934,10.654348584905664,1.6768317726034183,2.5097924528301903,0.6485869331774857
357,PLS,"('_aa_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.6437028350389467,3.9218643643610083,15.381020092444773,1.6753047376333114,3.205687240109832,0.6440241476184534
358,Bag,"('_dipeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6434259194500279,3.5490889078003813,12.596032075471705,1.6746540900847766,2.7266037735849062,0.6471992618237893
359,SVR,"('_moran_autocorrelation', '_transition')","Autocorrelation,CTD",0.6430083647634761,3.0266690640411875,9.160725623223957,1.6736744253163638,2.4176185062539624,0.7042739962198326
360,KNN,"('_conjoint_triad', '_seq_order_coupling_number')","Conjoint Triad,Quasi-Sequence-Order",0.6420345267348375,3.4500795725031863,11.90304905660377,1.6713962756698302,2.5984905660377358,0.642419946229698
361,Ada,"('_conjoint_triad', '_quasi_seq_order')","Conjoint Triad,Quasi-Sequence-Order",0.6419052801997096,2.9055702743383347,8.442338619118548,1.6710946213013618,2.385782803425601,0.6423113154682858
362,Bag,"('_tripeptide_composition', '_composition')","Composition,CTD",0.6418663329677712,4.092961053892311,16.752330188679256,1.6710037526042962,3.1133962264150954,0.6529545701197677
363,PLS,"('_normalized_moreaubroto_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6417941937458018,3.3506185018922108,11.226644345222402,1.670835482048271,2.7814910795645624,0.6445322712547767
364,KNN,"('_dipeptide_composition', '_transition')","Composition,CTD",0.6416943263887334,3.4447093696724904,11.866022641509442,1.6706026172563009,2.670188679245284,0.72179195096068
365,RF,"('_dipeptide_composition', '_tripeptide_composition')","Composition,Composition",0.6413794614715731,2.8827447154300097,8.310217094339647,1.6698690707809178,2.2090188679245317,0.6580123793326991
366,Ada,"('_tripeptide_composition', '_geary_autocorrelation')","Composition,Autocorrelation",0.6411840087280858,3.570743991537592,12.750212653101812,1.6694142067874616,2.884888203549423,0.6425588629506844
367,Ada,"('_normalized_moreaubroto_autocorrelation', '_seq_order_coupling_number')","Autocorrelation,Quasi-Sequence-Order",0.6405397892149236,3.650566362207565,13.326634764881378,1.667917585648686,2.8670639260390267,0.6742356090926908
368,Bag,"('_tripeptide_composition', '_ctd')","Composition,CTD",0.6403198224781663,3.578489193173619,12.805584905660377,1.667407490122116,2.719622641509434,0.6405718063698518
369,PLS,"('_ctd', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6401025048077148,3.3800503468840284,11.42474034747084,1.6669039969976491,2.8033786381544847,0.6403694685075586
370,KNN,"('_aa_composition', '_moran_autocorrelation')","Composition,Autocorrelation",0.6399964391599169,3.397961653142428,11.546143396226421,1.6666584240424362,2.597735849056604,0.6506909650342818
371,PLS,"('_aa_composition', '_composition')","Composition,CTD",0.6396749706903149,3.6948010054681033,13.651554470008106,1.6659147930940457,2.9183156142681583,0.6699411690789723
372,KNN,"('_conjoint_triad', '_quasi_seq_order')","Conjoint Triad,Quasi-Sequence-Order",0.6388550051355558,3.2561013845418096,10.602196226415089,1.6640225212826607,2.7015094339622623,0.6575842006783543
373,Bag,"('_composition', '_transition')","CTD,CTD",0.6387366893996138,3.12846457004674,9.787290566037733,1.6637500106707068,2.6498113207547167,0.6395988331296567
374,SVR,"('_ctd', '_transition')","CTD,CTD",0.6385127041190197,3.45038735921123,11.905172928604651,1.6632344832075656,2.780548267711547,0.6443371795184853
375,SVR,"('_distribution', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6374077724662701,3.1189836532943644,9.72805902951746,1.6606983524228736,2.562196104152006,0.63834656470714
376,Ada,"('_ctd', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6372553272439597,3.3855839901704856,11.462178954498706,1.6603493574511412,2.8529546278084514,0.6393427704909902
377,Bag,"('_moran_autocorrelation', '_transition')","Autocorrelation,CTD",0.6371946084175082,3.180014239911157,10.112490566037735,1.660210414252896,2.4392452830188684,0.6693809264352508
378,PLS,"('_transition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.637182652224825,3.0601006994842033,9.364216290983716,1.660183058946895,2.4725969619049777,0.6443108935136757
379,SVR,"('_composition', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6371066272253032,4.092765152591828,16.750726594270013,1.6600091483207229,3.3007535049404573,0.6406737577459739
380,KNN,"('_geary_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.6366431033418556,3.3390304772945525,11.149124528301888,1.658949997602476,2.8766037735849053,0.7088693270390545
381,SVR,"('_composition', '_distribution')","CTD,CTD",0.6363195280330756,3.0963508975307974,9.587388880639773,1.6582118294133832,2.4920285542441736,0.6367365141850025
382,SVR,"('_composition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6360307892481639,3.8783360937496467,15.041490856081259,1.6575539646146733,3.0591399331590754,0.6360833035312197
383,SVR,"('_ctd', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6335660599215165,3.669964954972415,13.468642770725682,1.651969990912844,2.797014175903436,0.6755461826062927
384,Ada,"('_geary_autocorrelation', '_transition')","Autocorrelation,CTD",0.6329204179898225,3.7495990433223896,14.059492985684178,1.6505165588055033,2.8819647630285115,0.6401300774644854
385,Ada,"('_aa_composition', '_composition')","Composition,CTD",0.6327015159595728,3.368666237775096,11.347912221525814,1.6500246492422872,2.7441120562720336,0.6390741875146538
386,PLS,"('_ctd', '_distribution')","CTD,CTD",0.6321641365686232,3.5294867614980627,12.457276799590087,1.6488189303172132,2.71416357828402,0.6339423062178533
387,RF,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6320247331267907,3.5860733505425797,12.85992207547168,1.6485065821408451,2.739773584905658,0.6467326114916485
388,RF,"('_transition', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6316418517407951,3.459096408350618,11.965347962264145,1.6476496083094057,2.7018113207547154,0.6318097456154081
389,KNN,"('_geary_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6315327272282445,3.7622474214726167,14.154505660377355,1.647405607976346,2.856603773584905,0.7021290287663912
390,PLS,"('_normalized_moreaubroto_autocorrelation', '_composition')","Autocorrelation,CTD",0.6302627926120364,3.6432731690535287,13.273439384345341,1.6445740063852223,3.0598703575007207,0.6359718466981251
391,Ada,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.6300957606789601,2.9857636121107745,8.91478434740478,1.6442026570422426,2.3451599530719216,0.6319592329145016
392,RF,"('_dipeptide_composition', '_seq_order_coupling_number')","Composition,Quasi-Sequence-Order",0.6294980625314011,3.8143501189834006,14.549266830188682,1.6428758980652531,2.64664150943396,0.6805710910531189
393,SVR,"('_normalized_moreaubroto_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6293619672742006,3.840089500077789,14.746287368607685,1.6425742450685186,3.1340699747439222,0.6511250311929365
394,Bag,"('_aa_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6284073416771152,3.400814275412443,11.56553773584906,1.6404629926525198,2.6220754716981136,0.6403478680394994
395,KNN,"('_normalized_moreaubroto_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6283721123418969,3.5515534735481165,12.61353207547169,1.6403852350456396,2.869811320754717,0.6340077972668664
396,SVR,"('_quasi_seq_order', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6282063498975794,3.5030778420467,12.271554367438565,1.640019515269643,2.8576440252591833,0.6454230552307461
397,Bag,"('_moran_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.627290511453537,3.557967142720581,12.659130188679256,1.63800331123715,2.851886792452832,0.6707737059586565
398,RF,"('_normalized_moreaubroto_autocorrelation', '_geary_autocorrelation')","Autocorrelation,Autocorrelation",0.6272153956435971,3.1423172587625485,9.874157754716977,1.6378382747218163,2.3941320754716973,0.6426054873703659
399,SVR,"('_transition', '_distribution')","CTD,CTD",0.6269515696139883,3.1567239023000195,9.964905795352262,1.6372590191093712,2.513902918236369,0.6282439802811481
400,PLS,"('_distribution', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6268880718331754,3.9595053209573097,15.677682386689249,1.637119695316637,3.050959620793274,0.6348789132816148
401,RF,"('_geary_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.6265278970337274,3.4412328829529937,11.842083754716976,1.6363300894992177,2.3558301886792448,0.6339891271163609
402,SVR,"('_moran_autocorrelation', '_ctd')","Autocorrelation,CTD",0.6261192057768789,3.78071520943042,14.293807494818502,1.6354355040245867,3.0595591695175206,0.6262717626945526
403,Ada,"('_distribution', '_quasi_seq_order')","CTD,Quasi-Sequence-Order",0.6253630843490527,3.238661666215376,10.488929388212958,1.6337842887389795,2.5271678747945683,0.6462298749410839
404,SVR,"('_ctd', '_conjoint_triad')","CTD,Conjoint Triad",0.6253555171297458,3.6416679093015736,13.261745161636894,1.6337677887409707,2.882933737248132,0.6588696329723698
405,Bag,"('_geary_autocorrelation', '_ctd')","Autocorrelation,CTD",0.6245643744879622,2.8105639667726416,7.899269811320766,1.6320454894597316,2.4107547169811343,0.6439515320426634
406,Bag,"('_normalized_moreaubroto_autocorrelation', '_ctd')","Autocorrelation,CTD",0.6238772726886885,3.370068024619983,11.357358490566034,1.6305540959402245,2.4913207547169813,0.6344596714180482
407,Bag,"('_dipeptide_composition', '_pseudo_aa_composition')","Composition,Pseudo Composition",0.6235387700252062,3.5245387761954987,12.422373584905667,1.6298208583717644,2.7328301886792468,0.6289230826659162
408,Bag,"('_moran_autocorrelation', '_conjoint_triad')","Autocorrelation,Conjoint Triad",0.6230360457250647,3.974876051229964,15.799639622641505,1.6287337200689165,3.0775471698113215,0.6360280614038993
409,Ada,"('_distribution', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6223984012035619,3.7445482881307313,14.021641882142793,1.6273579420652151,3.0489592545624835,0.6244458394603998
410,RF,"('_ctd', '_pseudo_aa_composition')","CTD,Pseudo Composition",0.6220068053289189,3.676191374081052,13.514383018867932,1.6265147631387924,2.9824528301886786,0.6227611568720617
411,SVR,"('_aa_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6219649398186099,3.946581399499913,15.575504742878694,1.6264246964185942,3.0430983853767417,0.622507963292757
412,Ada,"('_moran_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6219501977154939,3.5228698401964587,12.410611910965825,1.6263929847840548,2.6380661669645296,0.6299411493661216
413,PLS,"('_quasi_seq_order', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6217037920620141,3.4851187797178937,12.146052908742346,1.6258632177691528,2.6916389103563416,0.6440240424346375
414,Bag,"('_geary_autocorrelation', '_composition')","Autocorrelation,CTD",0.6214713097360156,4.024062295552913,16.193077358490573,1.6253638599566622,3.2503773584905677,0.6228198827956614
415,KNN,"('_ctd', '_composition')","CTD,CTD",0.6209866495534949,3.4172238539382405,11.67741886792452,1.6243243172371682,2.644528301886792,0.6791023349358062
416,KNN,"('_geary_autocorrelation', '_composition')","Autocorrelation,CTD",0.6208968614640685,3.2628231785280097,10.646015094339628,1.624131950571139,2.7233962264150953,0.6216563137339217
417,RF,"('_composition', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.6205732467939551,3.492127839735629,12.194956849056627,1.623439188346436,2.7841698113207607,0.6545228868021074
418,Bag,"('_tripeptide_composition', '_quasi_seq_order')","Composition,Quasi-Sequence-Order",0.6199942139994506,3.3230660427575467,11.0427679245283,1.6222018612745568,2.6726415094339617,0.675069668444895
419,RF,"('_geary_autocorrelation', '_composition')","Autocorrelation,CTD",0.6192063230639788,3.54463727819396,12.564453433962283,1.6205227630711223,2.72271698113208,0.6192109096503844
420,RF,"('_quasi_seq_order', '_amp_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6186667905313696,3.0019883599387183,9.011934113207555,1.6193759520811295,2.2346792452830173,0.6225424321367745
421,KNN,"('_distribution', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6186485215893128,3.680180471374576,13.543728301886793,1.6193371628782094,2.7411320754716986,0.6562905463069754
422,SVR,"('_ctd', '_amp_pseudo_aa_composition')","CTD,Pseudo Composition",0.6186402879289548,4.025740291956431,16.206584898281456,1.619319681818007,3.4535499390106166,0.6186538568705632
423,RF,"('_pseudo_aa_composition', '_amp_pseudo_aa_composition')","Pseudo Composition,Pseudo Composition",0.6182148399706662,3.182273872563456,10.126867000000011,1.6184171738590902,2.4963207547169834,0.6585384441094502
424,Ada,"('_normalized_moreaubroto_autocorrelation', '_quasi_seq_order')","Autocorrelation,Quasi-Sequence-Order",0.6177179601638098,3.5505230116685422,12.606213656387851,1.617365044534619,2.622511654781534,0.6204045290806932
425,KNN,"('_aa_composition', '_distribution')","Composition,CTD",0.6174219098594167,3.673079012757861,13.491509433962259,1.6167391408387308,2.9233962264150937,0.6174753125927483
426,Bag,"('_normalized_moreaubroto_autocorrelation', '_moran_autocorrelation')","Autocorrelation,Autocorrelation",0.6167684277506473,3.129557506849689,9.794130188679244,1.615360130142228,2.5337735849056595,0.6172386421603164
427,KNN,"('_quasi_seq_order', '_pseudo_aa_composition')","Quasi-Sequence-Order,Pseudo Composition",0.6161051138142735,3.3751578579434973,11.391690566037738,1.6139639743582552,2.5981132075471702,0.6692226596325899
428,RF,"('_dipeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.6158128324276643,3.279377880485698,10.754319283018868,1.613349922896926,2.453660377358493,0.6258105819563466
429,KNN,"('_transition', '_distribution')","CTD,CTD",0.615632167118709,3.842371516124453,14.763818867924527,1.6129707150181498,2.8739622641509435,0.6156327009684925
430,SVR,"('_moran_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6140944757445161,3.8656611627226347,14.943336224982117,1.609753960325823,2.953410958493212,0.6141590975344131
431,RF,"('_aa_composition', '_composition')","Composition,CTD",0.6138089496276689,3.5594561567851173,12.669728132075482,1.609158773327891,2.7683962264150965,0.622435305447717
432,KNN,"('_geary_autocorrelation', '_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6134393347519775,3.8880843612246903,15.117200000000004,1.6083892805736506,2.776981132075473,0.6232927402992552
433,SVR,"('_aa_composition', '_ctd')","Composition,CTD",0.6124661985841601,3.7451117860656673,14.025862290127966,1.6063685979999154,2.9719914636963645,0.6148267247389814
434,Ada,"('_geary_autocorrelation', '_amp_pseudo_aa_composition')","Autocorrelation,Pseudo Composition",0.6123718431571168,3.3583720596655757,11.2786628911424,1.6061730770900329,2.6908527809270755,0.6268430468276861
435,Ada,"('_aa_composition', '_normalized_moreaubroto_autocorrelation')","Composition,Autocorrelation",0.6122861700224649,3.292507085669842,10.840602909186117,1.6059956092333283,2.610405074889792,0.6125892424262407
436,Bag,"('_dipeptide_composition', '_amp_pseudo_aa_composition')","Composition,Pseudo Composition",0.6121541174253964,4.000596417799878,16.004771698113213,1.6057221836854203,3.1005660377358497,0.6546560274351243
437,Bag,"('_composition', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.6110150092344511,3.3594417775284886,11.285849056603775,1.6033693521075465,2.629433962264152,0.6121886213305758
438,Ada,"('_ctd', '_seq_order_coupling_number')","CTD,Quasi-Sequence-Order",0.6097890158347067,3.2714067795894155,10.702102317543591,1.6008485790333902,2.7505943314957597,0.6150588675708633
439,Bag,"('_normalized_moreaubroto_autocorrelation', '_distribution')","Autocorrelation,CTD",0.6095999626252464,3.555734671851062,12.64324905660378,1.6004609225515292,2.726037735849058,0.610558906458687
